BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201104,27,1812,201104,27,1813,50982,323590,MARYLAND,24,2011,April,Tornado,C,33,PRINCE GEORGE'S,LWX,27-APR-11 18:12:00,EST-5,27-APR-11 18:13:00,0,0,0,0,100.00K,,Public,,,,,EF0,0.73,50.0,,,,,0.44,ENE,WESTCHESTER ESTATES,0.86,N,CLINTON,38.7823,-76.9123,38.7824,-76.8988,High pressure remained over the western Atlantic while a strong cold front slowly tracked through the Midwest. A southerly flow pumped in copious amounts of moisture from the Atlantic and Gulf of Mexico. The trough of low pressure associated with the cold front provided enough cold air aloft for moderate instability to develop. The instability combined with an upper-level disturbance rotating around the trough to trigger showers and thunderstorms.||Low level winds changed rapidly in speed and direction with height causing isolated tornadoes to develop.,Significant damage was reported to trees along Spruce Drive and Coventry Way. Some trees fell onto cars and modest damage occurred to shingles and siding.,CSV
201104,26,1954,201104,26,1957,49622,293828,LOUISIANA,22,2011,April,Tornado,C,119,WEBSTER,SHV,26-APR-11 19:54:00,CST-6,26-APR-11 19:57:00,0,0,0,0,100.00K,0.00K,NWS Storm Survey,,,,,EF1,6.49,150.0,,,,,2.21,NW,OGDEN,1.85,WSW,NINE FORKS,32.494,-93.295,32.57,-93.2295,"A very volatile atmosphere developed during the late afternoon...evening and overnight hours of April 26th across the Four State Region. An area of low pressure moved from the Texas Hill Country into Northeast Texas during the afternoon. Meanwhile, a warm front had moved northward from central Louisiana and was oriented west to east near the Arkansas/Louisiana state line. A dry line had moved just east of the I-35 corridor of North Central Texas and a strong cold front trailed the dry line. Very strong speed and directional shear was noted in the low and mid levels of the atmosphere such that supercells developed. Many of these produced tornadoes across the region. Other storms produced strong straight line wind gusts with bowing segments and large hail.","The National Weather Service conducted a storm survey in Webster Parish, Louisiana near Dubberly and concluded that damage was the result of an EF1 tornado. Numerous trees were snapped and uprooted south of Sibley, east of Hwy. 371.  The tornado continued northeast into Dubberly where several homes sustained roof damage.  Numerous trees were snapped and uprooted along Hwy 531 north of Dubberly.  The tornado lifted as it approached Interstate 20.  The storm responsible for this tornado is the same cell that produced a 42 mile long track across Desoto Parish.  Maximum winds are estimated at 95-105 mph.",CSV
201104,26,1834,201104,26,1839,49622,293834,LOUISIANA,22,2011,April,Tornado,C,15,BOSSIER,SHV,26-APR-11 18:34:00,CST-6,26-APR-11 18:39:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,3.59,50.0,,,,,2.23,S,WILLOW CHUTE,0.85,S,BENTON,32.6377,-93.7481,32.6879,-93.7323,"A very volatile atmosphere developed during the late afternoon...evening and overnight hours of April 26th across the Four State Region. An area of low pressure moved from the Texas Hill Country into Northeast Texas during the afternoon. Meanwhile, a warm front had moved northward from central Louisiana and was oriented west to east near the Arkansas/Louisiana state line. A dry line had moved just east of the I-35 corridor of North Central Texas and a strong cold front trailed the dry line. Very strong speed and directional shear was noted in the low and mid levels of the atmosphere such that supercells developed. Many of these produced tornadoes across the region. Other storms produced strong straight line wind gusts with bowing segments and large hail.",Several large trees were toppled and a few large limbs were broken off trees at the entrance of the Magnolia Chase Subdivision along Benton Road just south of the city of Benton. The tornado continued to the north-northeast where it broke off large limbs on a few trees along Benton road near Jacobs Trail. The tornado continued to the northeast where it snapped a tree at its base and knocked down a few large limbs along Palmetto Road south of the city of Benton.  The tornado continued northeast where it toppled a large tree near the intersection of Larkin Street and Palmetto Road and finally dissipated. Maximum winds were estimated at 70-75 mph.,CSV
201105,24,1956,201105,24,2000,51966,310381,OKLAHOMA,40,2011,May,Tornado,C,145,WAGONER,TSA,24-MAY-11 19:56:00,CST-6,24-MAY-11 20:00:00,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF1,2.6,250.0,,,,,1.36,WNW,CHOSKA,1.7,S,REDBIRD,35.8377,-95.6423,35.8554,-95.6023,"Severe thunderstorms developed along a dry line over central Oklahoma during the afternoon hours. Very unstable air and strong wind shear east of the dry line supported supercell thunderstorm structures, which persisted as the storms moved into eastern Oklahoma during the evening hours. These severe storms produced tornadoes, large hail to golfball size, and very strong damaging downburst wind across much of eastern Oklahoma.","This is the second of two segments of this tornado. In Wagoner County, this tornado uprooted trees and snapped power poles. Maximum estimated wind in the tornado based on this damage was about 95 mph.",CSV
201106,25,1752,201106,25,1752,51290,304359,NEBRASKA,31,2011,June,Tornado,C,105,KIMBALL,CYS,25-JUN-11 17:52:00,MST-7,25-JUN-11 17:52:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EF0,0.01,20.0,,,,,12.0,NE,KIMBALL,12.0,NE,KIMBALL,41.3528,-103.5066,41.3528,-103.5066,Strong thunderstorms developed during the afternoon and produced hail and reports of weak tornadoes.,A trained spotter reported a brief tornado touchdown on open range.,CSV
201106,25,1828,201106,25,1828,51290,304365,NEBRASKA,31,2011,June,Tornado,C,33,CHEYENNE,CYS,25-JUN-11 18:28:00,MST-7,25-JUN-11 18:28:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EF0,0.01,20.0,,,,,2.0,WSW,POTTER,2.0,WSW,POTTER,41.2089,-103.3556,41.2089,-103.3556,Strong thunderstorms developed during the afternoon and produced hail and reports of weak tornadoes.,A trained spotter reported rope tornado over open range with no damage.,CSV
201105,24,1555,201105,24,1558,50706,311411,VIRGINIA,51,2011,May,Tornado,C,167,RUSSELL,MRX,24-MAY-11 15:55:00,EST-5,24-MAY-11 15:58:00,0,0,0,0,30.00K,0.00K,Emergency Manager,,,,,EF0,4.24,50.0,,,,,0.0,N,BOLTON,0.12,ENE,HANSONVILLE,36.8,-82.22,36.8206,-82.1479,A short wave trough moving through the Mid Mississippi and Lower Ohio Valley produced strong convection across Kentucky and Northern Middle Tennessee early in the day. The convection organized into a Mesoscale Convective System as it moved into the unstable atmosphere across Southwest Virginia and Northeast Tennessee. Severe convection continued to form well into the afternoon in the vicinity of a west through east outflow boundary in place across extreme Southwest Virginia.,"An EF-0 tornado touched down near the Bolton area and moved northeast to near Hansonville, Virginia, before lifting. Several trees were downed in the path of the tornado.",CSV
201103,5,1232,201103,5,1232,47899,279352,LOUISIANA,22,2011,March,Tornado,C,109,TERREBONNE,LIX,05-MAR-11 12:32:00,CST-6,05-MAR-11 12:32:00,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF1,0.5,30.0,,,,,2.0,N,SCHRIEVER,2.0,N,SCHRIEVER,29.779,-90.82,29.779,-90.82,A powerful storm system moving through the middle Mississippi River Valley pushed a strong cold front through southern Mississippi and southeast Louisiana. Numerous thunderstorms developed in advance of the cold front. Several tornadoes and numerous reports of wind damage were received.,A National Weather Service Storm Survey confirmed a weak EF1 tornado. The track was approximately one half mile long and 30 yards wide. Several homes had roof damage and windows blown in. One mobile home was heavily damaged. Large tree limbs were snappped and a service van was flipped over and rolled 20 feet.,CSV
201106,10,1805,201106,10,1806,53210,318244,ILLINOIS,17,2011,June,Tornado,C,169,SCHUYLER,ILX,10-JUN-11 18:05:00,CST-6,10-JUN-11 18:06:00,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,0.23,10.0,,,,,0.75,W,LITTLETON,0.52,WSW,LITTLETON,40.2281,-90.634,40.228,-90.6296,"An area of low pressure tracking from northern Missouri into the southern Great Lakes triggered scattered thunderstorms across central Illinois during the afternoon and evening of June 10th into the early morning hours of the 11th.  A few of the storms produced large hail up to the size of golf balls, as well as gusty winds of 50 to 60 mph.  In addition, a brief tornado touch down occurred in rural Schuyler County near Littleton.",A tornado briefly touched down in an open field southwest of Littleton.  No damage was observed.,CSV
201105,22,1919,201105,22,1927,51958,310059,OKLAHOMA,40,2011,May,Tornado,C,41,DELAWARE,TSA,22-MAY-11 19:19:00,CST-6,22-MAY-11 19:27:00,0,0,0,0,250.00K,0.00K,NWS Storm Survey,,,,,EF2,2.5,200.0,,,,,3.29,SW,FLINT,0.84,SSW,FLINT,36.1618,-94.7352,36.1894,-94.7072,"A very moist and very unstable air mass developed across eastern Oklahoma on the afternoon and evening of the 22nd as a dry line moved into the area from the west. Severe thunderstorms, including supercells, developed ahead of the dry line and moved across the area producing tornadoes, large hail up to softball size, and damaging wind gusts.","This is the second of two segments of this tornado. In Delaware County, this tornado severely damaged several homes in the Fiddler's Bend area and snapped or uprooted many trees. Maximum estimated wind in the tornado based on this damage was about 115 mph. Several citizens witnessed this tornado.",CSV
201105,22,1733,201105,22,1748,51958,310045,OKLAHOMA,40,2011,May,Tornado,C,41,DELAWARE,TSA,22-MAY-11 17:33:00,CST-6,22-MAY-11 17:48:00,0,0,0,0,1.00M,0.00K,NWS Storm Survey,,,,,EF2,6.7,800.0,,,,,1.87,S,CLEORA,3.5,N,ZENA,36.553,-94.9733,36.5505,-94.8549,"A very moist and very unstable air mass developed across eastern Oklahoma on the afternoon and evening of the 22nd as a dry line moved into the area from the west. Severe thunderstorms, including supercells, developed ahead of the dry line and moved across the area producing tornadoes, large hail up to softball size, and damaging wind gusts.","A tornado severely damaged several permanent homes, destroyed boat docks, damaged a number of other permanent homes, destroyed at least seven mobile homes, and snapped or uprooted many large trees. Maximum estimated wind in the tornado based on this damage was about 130 mph. ||The tornado developed south of Cleora and moved almost due east over land. It then moved across a portion of Grand Lake and back over land north of Dennis, where it appeared to move sharply to the southeast across the northern portion of a peninsula. It likely then moved back over Grand Lake where it dissipated. Storm chasers, storm spotters, and a number of citizens witnessed this tornado.",CSV
201105,22,1742,201105,22,1748,51958,310047,OKLAHOMA,40,2011,May,Tornado,C,145,WAGONER,TSA,22-MAY-11 17:42:00,CST-6,22-MAY-11 17:48:00,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,3.5,300.0,,,,,2.63,ENE,NEODESHA,3.2,WNW,YONKERS,36.0584,-95.3841,36.0681,-95.3228,"A very moist and very unstable air mass developed across eastern Oklahoma on the afternoon and evening of the 22nd as a dry line moved into the area from the west. Severe thunderstorms, including supercells, developed ahead of the dry line and moved across the area producing tornadoes, large hail up to softball size, and damaging wind gusts.",A tornado snapped or uprooted a number of large trees. Maximum estimated wind in the tornado based on this damage was about 105 mph.,CSV
201106,25,1853,201106,25,1853,51290,304381,NEBRASKA,31,2011,June,Tornado,C,33,CHEYENNE,CYS,25-JUN-11 18:53:00,MST-7,25-JUN-11 18:53:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,EF0,0.01,20.0,,,,,1.0,NW,SIDNEY,1.0,NW,SIDNEY,41.1602,-102.9936,41.1602,-102.9936,Strong thunderstorms developed during the afternoon and produced hail and reports of weak tornadoes.,Law enforcement reported an apparent brief touchdown by a weak tornado with no damage.,CSV
201105,7,1708,201105,7,1709,51429,305529,ILLINOIS,17,2011,May,Tornado,C,183,VERMILION,ILX,07-MAY-11 17:08:00,CST-6,07-MAY-11 17:09:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,EF0,0.22,25.0,,,,,1.59,E,ALLERTON ARPT,1.76,E,ALLERTON ARPT,39.9017,-87.9001,39.8997,-87.8968,"Isolated supercell thunderstorms developed along a warm front extending along the I-74 corridor during the late afternoon and early evening hours of May 7th.  The storms dropped large hail across parts of Champaign, Vermilion, and Edgar counties and produced a brief tornado near Allerton in Vermilion County.",A tornado briefly touched down in a field about 2 miles southeast of Allerton at 6:08 PM CDT.  No damage was reported.,CSV
201105,7,1506,201105,7,1507,50710,299169,ILLINOIS,17,2011,May,Tornado,C,53,FORD,LOT,07-MAY-11 15:06:00,CST-6,07-MAY-11 15:07:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EF0,0.05,10.0,,,,,5.0,W,PAXTON,4.95,W,PAXTON,40.47,-88.1951,40.47,-88.1942,Strong to severe thunderstorms moved across parts of east central Illinois during the afternoon hours of May 17th producing mainly hail and one brief tornado.,A small and brief tornado reportedly touched down in a field about five miles west of Paxton.  No damage was reported.,CSV
201106,15,1425,201106,15,1426,53383,319422,ILLINOIS,17,2011,June,Tornado,C,173,SHELBY,ILX,15-JUN-11 14:25:00,CST-6,15-JUN-11 14:26:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,EF0,0.3,10.0,,,,,3.18,NE,SEXSON CORNER,3.34,NE,SEXSON CORNER,39.4376,-88.4855,39.4372,-88.4799,Widely scattered thunderstorms developed along a stationary frontal boundary during the afternoon of June 15th.  One of the cells began to rotate and eventually produced two weak tornadoes across Shelby County.  Other storms dropped penny-sized hail near Robinson in Crawford County.,A tornado briefly touched down in a field about 6 miles east of Windsor.  No damage occurred.,CSV
